Customer_Income,First_Buy_Data,Last_Buy_Data,Average_Buy_Amount,Frequency_Level,Buy_Amount_Grade,Special_Buyer,Last_Buy_Amount,Buy_Amount_Average,Class
4,9301,9412,0.17,4,D,0,5,5.83,0
6,8512,9503,0.16,1,F,0,20,11,0
4,8602,9411,0.25,1,E,X,10,5.7,0
0,8512,9503,0.26,4,F,X,10,10.21,0
4,9012,9501,0.1,1,F,0,15,13,0
4,9406,9412,0.1,2,F,0,20,11.5,0
0,9310,9412,0.08,1,G,0,30,25,0
6,9311,9502,0.11,2,F,0,17,17,0
0,9009,9410,0.1,1,G,0,27,24.16,0
0,9002,9407,0.11,2,G,X,30,18,1
0,9302,9411,0.1,1,F,0,15,10,0
0,9011,9503,0.35,4,D,X,2,5.37,0
1,9501,9501,0.07,1,G,0,25,25,0
0,9101,9412,0.12,2,G,0,25,15.85,0
6,8912,9412,0.12,2,G,0,10,22.71,0
6,9003,9408,0.25,1,G,X,25,18.5,0
6,9210,9403,0.13,1,F,X,15,11.4,0
6,8609,9503,0.26,3,D,X,6,4.11,0
5,9110,9410,0.14,2,F,X,15,13.14,0
6,9202,9411,0.11,1,G,0,25,14.5,0
7,8907,9403,0.07,1,F,0,20,15,0
4,9406,9412,0.1,2,G,0,25,14,0
2,9502,9502,0.07,1,G,0,25,25,0
0,8709,9501,0.25,3,F,X,10,10.88,0
0,8709,9412,0.46,4,D,X,5,3.28,0
0,9002,9405,0.08,1,F,0,21,19.5,0
7,9401,9502,0.2,4,E,X,7,6.4,0
5,9101,9501,0.08,1,F,0,20,14.25,0
0,8911,9503,0.13,3,F,X,20,13.85,0
5,9004,9508,0.11,1,G,0,15,11.71,0
5,9411,9411,0.06,1,G,0,25,25,0
0,9503,9503,0.1,1,F,0,20,20,0
2,9409,9501,0.1,2,F,0,15,12.5,0
0,9407,9407,0.05,1,F,0,20,20,0
4,9301,9412,0.16,3,E,X,12,9,0
1,9110,9501,0.12,1,F,0,20,11.2,0
6,9407,9407,0.06,1,G,0,25,25,0
0,9201,9412,0.06,1,F,0,19,13.66,0
5,8512,9411,0.25,4,E,X,8,7.55,0
7,9501,9501,0.07,1,G,0,25,25,0
2,9311,9412,0.16,4,E,X,10,7.42,0
0,8804,9409,0.13,1,F,0,16,10.5,0
4,8904,9412,0.26,2,F,X,17,9,0
0,8508,9502,0.19,1,F,X,15,8.92,0
5,9410,9411,0.12,2,F,0,5,10,1
2,8810,9410,0.27,3,D,X,5,5.56,0
2,8701,9411,0.33,4,E,X,10,5.08,0
4,9102,9408,0.12,2,F,0,20,8.5,0
0,9002,9412,0.12,1,F,0,20,17.28,0
1,8911,9405,0.18,1,F,X,23,18,0
5,8601,9503,0.25,3,E,X,10,5.76,0
5,9301,9503,0.18,3,G,0,10,13.75,0
5,9409,9409,0.05,1,G,0,28,28,0
6,8701,9407,0.1,1,G,0,25,14.33,0
0,8904,9411,0.13,1,F,0,20,16.25,0
0,9006,9503,0.16,4,F,0,19,21,0
2,8511,9411,0.22,1,E,X,10,6.54,0
5,9309,9410,0.08,1,F,0,15,15,0
2,9302,9502,0.15,2,G,0,25,17.66,0
1,9201,9501,0.19,4,D,0,6,4.71,1
4,9401,9412,0.17,3,E,0,10,7,0
4,8508,9412,0.33,3,D,X,5,5.3,1
4,9202,9411,0.27,2,E,X,8,8.33,0
2,9209,9409,0.13,3,E,0,14,10.8,0
5,9302,9408,0.15,2,F,0,20,11,0
0,8709,9411,0.36,1,F,X,16,12,0
4,9001,9502,0.11,1,F,0,15,12.83,0
5,9503,9503,0.11,1,F,0,15,15,0
0,9202,9501,0.21,4,F,0,10,11.55,0
7,8912,9602,0.2,3,E,X,10,7.22,0
5,9502,9502,0.07,1,F,0,20,20,0
5,8508,9411,0.5,4,D,X,4,5.17,0
2,8509,9412,0.25,1,G,X,50,24.14,0
3,9011,9404,0.12,1,F,X,15,12.5,0
0,9406,9409,0.09,2,F,0,15,12.5,1
1,8512,9411,0.14,2,F,X,15,10.55,0
4,8803,9407,0.14,1,F,0,15,8.25,0
4,9202,9409,0.17,3,F,X,14,10.85,0
5,9410,9410,0.06,1,F,0,20,20,0
1,8711,9412,0.25,1,E,X,10,9.63,0
5,8710,9411,0.17,4,F,X,10,8.09,0
2,8603,9409,0.13,1,G,X,100,42.46,0
5,9304,9408,0.28,3,E,X,9,9,0
4,8512,9504,0.12,1,F,0,25,18.23,0
2,8508,9503,0.54,4,E,X,10,6.19,0
5,9210,9406,0.1,1,F,0,17,13,0
0,8602,9410,0.22,3,F,X,20,14.56,0
1,9401,9502,0.15,2,F,0,12,14.66,0
1,8901,9503,0.16,2,F,X,25,21.06,0
2,9401,9409,0.09,1,F,0,15,12.5,0
5,9202,9412,0.27,4,F,X,11,10.58,0
6,9201,9412,0.09,2,G,0,25,11.85,0
4,9001,9503,0.23,4,E,X,5,7.19,0
3,9201,9405,0.08,1,F,0,18,13.33,0
1,8512,9503,0.2,1,G,X,30,21.42,0
6,8805,9409,0.27,1,E,0,10,8.05,0
4,9210,9412,0.08,1,G,0,27,19,0
0,8707,9501,0.4,4,D,X,6,6.12,1
5,9309,9403,0.17,1,G,0,40,43.33,0
3,8705,9502,0.11,2,G,X,25,25,0
5,9212,9409,0.14,1,F,0,15,11.4,0
5,8701,9602,0.14,1,F,X,0,9.61,0
5,8712,9410,0.13,1,G,X,25,18.4,0
4,9501,9501,0.07,1,F,0,15,15,0
0,9102,9411,0.44,4,D,X,7,6.13,0
0,8703,9511,0.19,2,F,X,9,9.52,0
3,8510,9412,0.22,2,F,X,15,8.23,0
1,9111,9503,0.23,4,E,0,5,5.5,0
1,9003,9408,0.11,1,F,0,15,13,0
0,9410,9410,0.07,1,F,0,15,15,0
6,9110,9409,0.13,1,F,0,20,10.16,0
4,9302,9412,0.16,2,F,0,20,12.16,0
2,9402,9502,0.09,1,F,0,20,12.5,0
0,9211,9503,0.16,3,F,X,16,10.33,0
0,8512,9403,0.14,1,F,X,15,11.11,0
5,8611,9411,0.1,1,F,0,20,13.33,0
4,9312,9412,0.17,3,E,0,5,6.25,0
0,9303,9406,0.12,2,F,0,15,9.75,0
4,9112,9502,0.11,1,G,0,25,19,0
4,9312,9412,0.17,3,E,0,10,7.25,0
4,9302,9502,0.14,3,E,0,10,6.6,0
6,8701,9412,0.32,3,F,X,19,11.11,0
4,9202,9501,0.13,3,F,X,10,11,0
3,9002,9410,0.35,3,D,X,5,5.1,0
6,9110,9408,0.08,1,F,0,23,18.33,0
5,8809,9509,0.35,1,E,X,10,10.65,1
0,9408,9408,0.08,1,F,0,20,20,0
0,8909,9501,0.35,4,D,X,5,5.22,0
6,9501,9501,0.08,1,F,0,15,15,0
0,9109,9501,0.25,4,D,X,3,3.58,0
5,8508,9408,0.21,1,E,X,10,7.31,0
0,9407,9503,0.15,3,G,0,26,15.33,1
2,9409,9409,0.06,1,F,0,20,20,0
2,8710,9502,0.15,2,G,0,25,12.25,0
4,8703,9407,0.22,1,E,X,10,9.62,0
2,9005,9501,0.23,3,F,X,15,9.38,1
2,8704,9503,0.3,4,E,X,10,7.55,0
5,9309,9408,0.1,1,G,0,25,16.66,0
3,9407,9407,0.06,1,F,0,20,20,0
5,8510,9503,0.2,2,F,X,10,9.5,0
4,9307,9410,0.13,3,F,0,20,14,0
6,9309,9412,0.08,1,F,0,20,15,0
4,9312,9412,0.1,1,F,0,17,13.5,0
7,9209,9502,0.29,4,D,X,9,6.91,1
0,8512,9502,0.26,1,E,X,12,6.09,0
5,9401,9412,0.16,3,F,X,20,10,0
1,8712,9501,0.18,3,E,X,8,5.54,0
3,9302,9412,0.11,1,F,0,20,14.25,0
0,8811,9406,0.14,1,F,X,17,9.66,0
2,8607,9501,0.22,2,F,X,20,8.4,0
0,9401,9502,0.09,1,F,0,15,12.5,0
1,9209,9501,0.09,1,F,0,20,13.33,0
3,9110,9502,0.06,1,F,0,23,17.66,0
4,8604,9601,0.29,2,E,X,10,7.63,0
0,8710,9412,0.13,2,G,0,36,22.5,0
4,9502,9502,0.07,1,G,0,25,25,0
0,9401,9406,0.09,1,F,0,15,12.5,0
0,9309,9410,0.2,4,D,X,7,6.33,1
3,9501,9501,0.08,1,F,0,15,15,0
4,8601,9411,0.13,1,F,0,15,14.88,0
5,8601,9501,0.2,1,E,X,10,8.33,0
6,9012,9412,0.14,1,F,0,20,8.57,0
3,9301,9502,0.11,2,F,0,20,11.25,0
0,9401,9406,0.08,1,G,0,25,20,0
5,8910,9501,0.13,2,F,0,17,10.14,0
2,9410,9410,0.06,1,F,0,15,15,0
1,9011,9502,0.22,3,G,X,50,25.92,0
5,8809,9412,0.1,1,G,X,50,36.4,0
3,9307,9502,0.17,3,E,0,12,9.8,0
0,9210,9411,0.18,3,E,0,10,6.57,0
6,9310,9411,0.16,4,G,0,10,18,0
4,9310,9412,0.18,3,F,X,15,11,0
2,9402,9412,0.12,2,G,0,25,16.66,0
0,9102,9408,0.24,1,F,0,20,7.14,0
5,9406,9502,0.06,1,G,0,25,21,0
5,8812,9407,0.19,1,F,X,20,14.33,0
0,9407,9407,0.07,1,F,0,20,20,0
3,8909,9409,0.24,2,E,X,13,7,1
4,9101,9412,0.12,2,F,X,20,20.85,0
5,9009,9501,0.25,3,F,X,20,11.13,0
1,8909,9503,0.15,3,F,0,18,10.92,0
2,9101,9412,0.21,4,F,X,14,10.16,0
2,8512,9503,0.55,4,D,X,5,4.18,0
0,8509,9503,0.13,1,F,0,20,8.37,0
3,8601,9409,0.19,1,F,X,17,9.58,0
5,9210,9412,0.17,3,F,0,15,10.83,0
2,9311,9411,0.16,3,E,0,13,10.5,0
3,9210,9412,0.21,2,G,X,35,9.87,0
4,8809,9403,0.09,1,F,0,16,13.37,0
4,8607,9412,0.27,3,E,X,10,4.78,1
0,9306,9412,0.09,1,G,0,30,15.33,0
0,8512,9408,0.28,2,G,X,42,20.26,0
6,8702,9412,0.33,3,D,X,7,4.86,0
4,9111,9501,0.2,4,E,0,10,4.71,0
3,9109,9501,0.2,4,E,X,12,8.44,0
2,9407,9501,0.11,2,F,0,15,12.5,1
5,9402,9408,0.12,2,F,0,15,15,0
4,9210,9403,0.11,1,F,0,15,11.75,0
0,8604,9412,0.24,1,E,X,10,9.5,0
6,9402,9409,0.08,1,G,0,25,15,0
1,9109,9411,0.12,1,G,0,25,10.6,0
4,9401,9412,0.12,2,G,0,15,16.66,0
2,9311,9411,0.09,1,F,0,15,12.5,0
5,8604,9412,0.15,1,F,X,15,9.81,0
2,9410,9503,0.11,2,G,0,25,15,0
3,9110,9410,0.12,2,F,X,17,12,0
2,8512,9406,0.16,1,F,X,20,9.81,0
0,9410,9410,0.07,1,F,0,20,20,0
1,8601,9409,0.25,1,E,X,10,6.44,0
4,8709,9412,0.23,1,F,X,16,9.93,0
3,9502,9502,0.07,1,F,0,20,20,0
1,9310,9502,0.23,4,E,X,9,6.85,0
5,8510,9503,0.31,3,D,X,3,4.16,0
5,9503,9503,0.08,1,F,0,20,20,0
6,9303,9410,0.06,1,G,0,25,17.5,0
0,9009,9412,0.22,3,G,X,30,12.69,0
2,9101,9501,0.15,3,E,0,9,7.5,0
0,9501,9503,0.14,2,F,0,6,10.5,0
7,8508,9412,0.25,1,E,X,10,5.94,0
2,9003,9409,0.18,1,F,X,21,11.7,0
5,9407,9501,0.11,2,F,0,20,12.5,0
0,9201,9501,0.11,2,G,0,20,23,0
7,9110,9512,0.18,1,F,X,25,14.56,0
6,9411,9411,0.06,1,F,0,15,15,0
4,9307,9412,0.16,3,E,0,10,8.75,1
2,8801,9502,0.2,2,E,0,12,11.62,0
0,9003,9411,0.22,2,E,0,12,9.66,0
2,9309,9411,0.13,1,F,0,15,12.5,0
6,9101,9412,0.12,1,F,0,16,11,0
6,8910,9503,0.31,4,F,X,10,11.57,0
4,9212,9412,0.12,3,E,0,12,9.75,0
5,9003,9503,0.08,1,F,0,20,15,0
6,9110,9406,0.16,1,G,X,38,36.62,0
6,9406,9501,0.13,3,E,X,5,6.66,0
4,8909,9404,0.17,1,F,0,18,11.16,0
0,8712,9501,0.34,4,F,X,20,8.34,0
5,9406,9406,0.06,1,F,0,15,15,1
4,8805,9409,0.13,2,F,X,20,14,0
6,9310,9404,0.08,1,F,0,20,15,0
5,9311,9412,0.09,1,F,0,20,12.5,0
5,8702,9411,0.13,1,G,X,32,23,1
3,9402,9503,0.12,2,G,0,36,18.66,1
3,9209,9408,0.13,1,F,0,15,11.4,0
2,8605,9411,0.16,2,G,X,15,17.33,0
3,9410,9503,0.11,2,F,0,20,20,0
4,8703,9501,0.27,1,E,X,10,15.15,0
3,8605,9503,0.3,3,E,X,13,9.2,0
0,9309,9501,0.14,3,E,0,13,10,1
7,9201,9503,0.19,3,E,X,10,6.57,0
5,8605,9407,0.14,1,G,0,25,11.54,0
5,9301,9501,0.2,3,E,0,10,8.11,0
7,9411,9411,0.06,1,F,0,20,20,0
0,8701,9409,0.28,2,E,X,12,7.15,0
0,8509,9503,0.22,2,G,X,25,15.86,0
5,8702,9511,0.22,2,F,X,26,17.47,0
2,9211,9412,0.08,1,F,0,15,12.5,0
7,9407,9407,0.07,1,G,0,25,25,0
0,8710,9501,0.16,1,G,X,25,14.33,0
2,8901,9502,0.15,4,E,X,9,8,0
1,9409,9409,0.07,1,F,0,15,15,0
5,9301,9412,0.18,2,F,X,17,10,0
3,9210,9503,0.29,4,D,X,5,5.9,0
7,8701,9412,0.18,2,G,0,50,28.38,0
6,9406,9501,0.12,3,F,X,20,18.33,0
4,9401,9503,0.16,4,G,X,38,20.44,0
0,9003,9503,0.18,2,F,X,15,9,0
2,8902,9501,0.33,4,G,X,10,32.16,1
0,9202,9410,0.09,1,G,0,25,12.33,0
2,9210,9412,0.1,1,F,0,20,11.33,0
5,9309,9503,0.16,3,E,0,10,6.25,0
0,9402,9412,0.18,3,E,0,10,9,0
2,8711,9512,0.16,1,G,X,30,19.36,0
5,9301,9502,0.22,4,E,X,10,6.12,0
0,9210,9411,0.32,3,D,X,8,6.41,0
5,8508,9502,0.2,1,E,X,13,7.23,0
3,9303,9412,0.11,3,G,0,25,25,0
5,9210,9601,0.12,1,G,X,35,23.5,0
2,9301,9502,0.09,1,F,0,20,13.33,0
1,9109,9412,0.27,2,E,X,10,6.42,0
5,8604,9503,0.23,3,D,X,5,4.66,0
2,9310,9410,0.14,3,F,0,10,12.5,0
3,9011,9404,0.17,1,F,0,23,14,0
2,8901,9410,0.14,1,F,0,17,12.5,0
4,8909,9412,0.12,1,F,0,15,12.14,0
3,9006,9408,0.26,2,F,X,20,12.81,0
0,9407,9502,0.15,3,F,0,5,10,0
3,8508,9412,0.25,2,E,X,10,7.21,0
2,9502,9502,0.07,1,G,0,50,50,0
1,8605,9501,0.18,3,E,X,10,8.14,0
0,9001,9406,0.18,1,F,X,19,10.7,0
5,9201,9501,0.05,1,G,0,100,100,0
4,9410,9410,0.07,1,F,0,15,15,0
0,8709,9404,0.17,1,F,X,17,12.91,0
0,8909,9406,0.11,1,G,0,50,37.5,0
2,8511,9411,0.51,2,F,X,18,11.06,0
3,9302,9502,0.11,1,F,0,20,9.25,0
0,9410,9410,0.07,1,F,0,15,15,0
5,8901,9412,0.19,1,E,X,10,9.16,0
7,9001,9509,0.23,4,F,X,15,12.83,0
0,8809,9409,0.17,1,F,X,15,10.19,0
5,9209,9405,0.11,1,F,0,17,14.5,0
5,9210,9503,0.32,4,F,X,10,7.76,0
5,8910,9404,0.11,1,G,X,46,37,0
4,9406,9412,0.08,1,F,0,15,10,0
2,9301,9412,0.09,1,F,0,21,13.66,0
6,9201,9503,0.17,3,E,0,10,7.85,0
0,9109,9409,0.26,2,F,X,15,8.6,0
0,9502,9502,0.07,1,F,0,15,15,0
4,8603,9412,0.28,1,F,X,15,17.81,0
0,9001,9501,0.1,1,F,0,20,15,0
2,8511,9412,0.26,1,E,X,10,7.95,0
4,8709,9408,0.2,2,F,X,15,7.25,0
0,9501,9501,0.16,1,F,0,15,15,0
1,9110,9403,0.21,1,G,X,25,8.2,0
0,9407,9412,0.16,4,G,0,22,21.75,0
7,9210,9404,0.06,1,G,0,25,15,0
3,8904,9409,0.43,4,F,X,12,12,0
6,8601,9412,0.15,1,F,X,15,9.5,0
0,8612,9503,0.32,2,G,X,50,19.21,0
1,9201,9502,0.32,4,G,X,17,17.93,0
4,8508,9409,0.24,1,E,X,10,6.55,0
6,9301,9410,0.18,3,E,X,10,9.16,0
4,9003,9503,0.2,4,E,0,10,6.3,0
2,9407,9503,0.16,3,F,0,15,13.33,0
3,9209,9501,0.16,3,E,0,11,8.33,0
5,8601,9412,0.39,3,D,X,8,4.82,0
5,9003,9502,0.18,2,F,X,20,17.54,0
0,9410,9410,0.06,1,F,0,20,20,0
0,9301,9406,0.2,3,E,0,13,11.14,0
1,9303,9503,0.35,4,F,X,16,6.41,0
1,8709,9411,0.18,1,E,X,10,10,0
7,8709,9412,0.28,3,E,X,10,7.3,0
2,9401,9410,0.13,2,F,X,5,8.33,0
2,8703,9502,0.14,2,F,X,20,12.4,1
6,8703,9411,0.18,1,G,X,25,10.76,0
0,9303,9409,0.09,2,G,0,25,23.33,0
2,8710,9409,0.17,1,F,X,15,10.83,0
1,9201,9409,0.14,2,F,X,19,16.14,0
1,9401,9407,0.11,1,G,0,25,15,0
3,8809,9502,0.14,2,F,X,10,8.87,0
3,9003,9411,0.09,1,G,0,25,18,0
4,9109,9502,0.13,4,F,0,10,11.83,0
2,8901,9407,0.19,1,F,X,22,19.38,0
3,8909,9411,0.15,3,F,0,15,13.22,0
1,8805,9409,0.11,2,F,0,15,9.9,0
4,9409,9409,0.05,1,G,0,25,25,0
7,9303,9503,0.09,2,F,0,20,11.66,0
5,8704,9501,0.2,2,E,X,10,6.8,0
2,8911,9412,0.19,2,G,0,20,18.75,0
0,9004,9408,0.45,1,F,X,16,18.9,0
5,8906,9410,0.07,1,G,0,35,22.5,0
5,9406,9406,0.06,1,F,0,15,15,0
0,9302,9501,0.17,3,E,0,11,9.33,0
0,9412,9412,0.07,1,G,0,25,25,0
5,9209,9412,0.14,3,G,0,10,14,1
4,8509,9509,0.18,1,E,X,5,7.46,0
3,9502,9502,0.07,1,G,0,30,30,0
4,8510,9407,0.27,2,F,X,5,5.77,0
1,9001,9510,0.15,2,F,0,10,10.4,0
0,8601,9411,0.3,4,D,X,7,5.5,0
5,8606,9602,0.24,1,F,X,10,7.36,0
0,9310,9403,0.08,1,F,0,24,17,0
5,9410,9503,0.13,2,F,0,15,10,0
0,8810,9412,0.12,1,F,X,19,14.25,0
2,8704,9409,0.33,1,E,X,14,3.95,0
2,9406,9406,0.06,1,F,0,15,15,0
1,8806,9412,0.39,4,D,X,6,7.7,0
2,9406,9406,0.05,1,G,0,25,25,0
2,9310,9404,0.1,1,G,0,25,23.33,0
4,9401,9412,0.14,2,F,0,15,16.25,0
1,8512,9405,0.34,1,F,X,15,10.6,0
1,8508,9412,0.22,3,D,X,9,6.77,0
5,9201,9412,0.21,4,D,0,7,5.62,1
2,9110,9501,0.17,3,E,X,13,9.62,0
6,9003,9412,0.23,2,G,X,25,15,0
0,8510,9502,0.29,3,E,X,10,8.04,0
0,9301,9412,0.17,2,F,X,5,7.5,0
7,9302,9404,0.06,1,G,0,25,17.5,0
1,8709,9411,0.3,2,E,X,10,8.79,0
5,9501,9501,0.07,1,F,0,20,20,0
3,9310,9412,0.2,4,E,0,5,5.6,0
3,9403,9503,0.11,1,F,0,15,10,0
0,8812,9412,0.17,2,E,0,12,9.81,0
0,8811,9501,0.24,2,E,X,13,10.73,1
4,8602,9502,0.35,4,D,X,4,4.58,0
0,8602,9501,0.26,3,E,X,10,6.44,0
5,9401,9502,0.19,4,E,X,5,8.4,0
0,9404,9404,0.11,1,G,0,25,25,0
0,9011,9411,0.15,1,F,X,15,7.7,0
6,9309,9411,0.09,1,F,0,15,10,1
2,8702,9512,0.3,2,F,X,10,11.51,0
4,8701,9503,0.14,2,G,X,25,14.22,0
1,8910,9412,0.11,2,G,0,45,40,0
1,8512,9511,0.18,2,E,X,10,7.26,0
2,9301,9501,0.22,4,E,0,10,8,0
3,9201,9406,0.1,2,F,0,7,8.75,0
1,8603,9502,0.25,3,E,X,10,5.44,0
1,9310,9412,0.24,4,D,X,7,6.28,1
6,9110,9503,0.14,2,G,0,19,12.5,0
4,9310,9503,0.14,3,G,0,20,18.75,0
4,9210,9412,0.11,1,F,0,15,11,0
5,8512,9502,0.27,3,E,0,10,8,0
2,8604,9406,0.17,2,G,X,25,10.23,0
5,8508,9412,0.21,2,F,X,15,9.18,0
1,8709,9409,0.29,1,E,X,11,7.17,0
6,9501,9501,0.08,1,F,0,15,15,0
5,9301,9501,0.21,4,F,X,14,11.37,0
7,9201,9501,0.12,1,F,0,15,12.6,0
2,9010,9503,0.19,3,F,X,16,8.6,0
5,8509,9412,0.32,1,E,X,10,10.14,0
2,9410,9410,0.05,1,G,0,50,50,0
4,8709,9406,0.3,1,F,X,15,11.06,0
7,8901,9502,0.23,2,F,X,5,11.91,0
4,9406,9501,0.09,2,F,0,20,15,0
0,9101,9501,0.12,1,F,0,20,9.83,0
0,9109,9502,0.34,4,D,X,5,3.43,0
5,9410,9503,0.15,3,F,0,15,15,0
5,9502,9502,0.07,1,F,0,20,20,0
6,9502,9502,0.06,1,F,0,20,20,0
5,8509,9412,0.3,3,D,X,8,5.66,0
4,8602,9408,0.33,2,E,X,12,7.56,0
4,9403,9408,0.09,1,F,0,20,20,0
0,9312,9410,0.08,1,F,0,16,13,0
5,8510,9502,0.38,1,E,X,11,7.44,0
3,8512,9409,0.18,1,F,X,19,10.53,0
0,9502,9502,0.06,1,F,0,20,20,0
5,9210,9411,0.12,2,F,0,10,11.25,0
0,9307,9412,0.46,4,D,0,5,6.33,0
5,9503,9503,0.11,1,F,0,15,15,0
4,9302,9412,0.16,2,F,0,20,13,0
4,8602,9502,0.27,3,D,X,5,4.55,0
4,8511,9502,0.21,4,D,X,4,4,0
2,9201,9501,0.07,1,G,0,30,26.66,0
4,9306,9407,0.16,3,F,0,13,13.8,0
0,9209,9502,0.07,1,G,0,25,18.33,0
0,9103,9502,0.14,3,F,0,13,9.8,0
5,9305,9406,0.11,1,F,0,15,12.33,0
5,8809,9503,0.15,4,E,0,10,7.12,0
7,9011,9412,0.15,1,F,X,16,10.85,0
7,9210,9407,0.1,2,G,0,25,21.25,0
5,9310,9410,0.11,2,G,0,25,25,0
6,9203,9501,0.25,4,D,X,7,5.44,0
3,8810,9408,0.26,2,E,X,10,9.16,0
3,9104,9503,0.23,3,E,X,14,10.63,0
0,9309,9501,0.13,3,F,0,12,10.5,0
6,9302,9403,0.15,1,F,0,17,9.66,0
1,8904,9602,0.09,1,G,0,0,27.12,0
0,9402,9407,0.09,1,F,0,16,13,0
7,9102,9412,0.09,1,G,0,30,30,0
4,8710,9503,0.37,4,D,X,4,4.88,0
4,9310,9510,0.13,2,F,X,10,10.14,1
4,9210,9411,0.25,4,E,X,6,8.9,0
0,9309,9502,0.26,4,D,X,4,3.25,0
6,9011,9412,0.2,2,E,X,10,11.6,1
0,9211,9501,0.18,3,E,0,12,9.85,0
0,9002,9407,0.12,1,F,0,15,11.66,0
2,8803,9409,0.35,3,D,X,4,4.04,0
5,9309,9501,0.11,2,F,0,16,12,0
7,8509,9412,0.16,1,G,X,100,20.06,0
5,9210,9407,0.08,1,F,0,20,16.66,0
3,9210,9412,0.09,1,F,0,15,11.66,0
1,9012,9502,0.23,3,E,0,10,5.71,0
1,8703,9412,0.18,1,F,X,15,11.53,0
3,8603,9409,0.63,4,D,X,3,3.2,0
0,9401,9404,0.12,1,F,0,20,17.5,0
0,9011,9412,0.12,1,F,0,17,14.14,0
5,9309,9412,0.12,2,F,0,10,10.66,0
2,9401,9502,0.17,3,E,X,10,8,0
4,8910,9503,0.18,2,E,0,12,8.36,0
4,9302,9404,0.06,1,F,0,20,15,0
0,9301,9406,0.11,1,G,0,50,25,0
0,9309,9406,0.08,1,F,0,20,15,0
2,9306,9412,0.15,3,G,0,10,18,0
6,9201,9405,0.11,1,G,0,60,29.2,0
0,9101,9503,0.4,4,E,X,10,7.71,1
7,9410,9410,0.06,1,G,0,25,25,0
4,9404,9503,0.19,4,G,X,30,25,1
1,8902,9410,0.13,1,G,0,50,23.37,0
7,8603,9405,0.25,1,E,X,10,9.47,0
3,9502,9502,0.06,1,F,0,20,20,0
2,8508,9503,0.37,3,E,X,10,8.46,0
1,8512,9412,0.28,1,F,X,15,9.3,0
4,8909,9404,0.08,1,F,0,20,11.66,0
0,9103,9501,0.26,3,F,X,21,16.25,0
1,8509,9501,0.28,3,D,X,5,3.78,0
2,9111,9409,0.22,1,F,X,17,12.1,0
7,9202,9502,0.3,4,E,X,10,7.66,0
5,8701,9412,0.21,2,F,0,17,9.16,0
0,8509,9511,0.21,2,E,X,10,11,1
2,8902,9410,0.18,1,F,0,15,15.41,0
1,9307,9502,0.08,1,F,0,20,15,0
0,9003,9412,0.21,2,G,X,100,30.61,0
2,9303,9409,0.12,2,F,0,16,10.25,0
0,9502,9503,0.13,2,F,0,15,15,0
3,8810,9412,0.17,1,G,X,25,18.5,0
1,9401,9501,0.1,1,F,0,15,10,0
1,9012,9412,0.25,4,E,0,10,6.53,0
2,8704,9407,0.16,2,E,X,10,9.09,0
6,9406,9501,0.14,3,E,0,11,7.66,0
4,9110,9412,0.14,1,F,0,15,9.33,0
2,9501,9502,0.15,2,F,0,3,13,0
2,8512,9412,0.2,1,F,X,18,12.33,0
5,8604,9410,0.15,1,F,0,17,8.05,0
0,8611,9410,0.24,4,D,X,6,4.62,0
2,8701,9406,0.2,2,F,X,16,13.13,0
5,9409,9501,0.1,2,F,0,15,12.5,0
2,9309,9412,0.29,4,D,X,7,5.5,0
2,9001,9407,0.17,2,E,X,10,10.3,0
0,9101,9503,0.21,3,E,X,10,7.66,0
6,9102,9503,0.13,2,F,0,15,8.66,0
0,9301,9501,0.1,1,G,0,25,16.25,0
1,9411,9411,0.08,1,F,0,20,20,0
4,9311,9409,0.08,1,G,0,25,15,0
0,8709,9502,0.39,4,D,X,5,4.77,0
0,9410,9410,0.06,1,F,0,20,20,0
0,9010,9501,0.18,3,E,0,10,7.12,0
6,9407,9409,0.09,2,F,0,15,10,0
0,9410,9410,0.06,1,G,0,50,50,0
4,9103,9410,0.1,2,F,X,15,11.4,0
1,8604,9412,0.34,2,E,X,10,9.39,0
5,8812,9501,0.43,3,E,X,12,9.04,0
5,8909,9601,0.16,2,F,X,10,11.56,0
1,8709,9411,0.15,1,G,X,25,15.63,0
0,9401,9412,0.14,3,F,0,20,15,0
2,9301,9412,0.17,2,G,X,25,15.83,0
0,9407,9407,0.06,1,G,0,25,25,0
3,9009,9405,0.18,1,F,X,15,10.65,0
3,8801,9412,0.08,1,G,0,100,66.66,1
0,9309,9404,0.07,1,G,0,25,17.5,0
7,8809,9411,0.19,2,E,X,5,28.71,0
0,8902,9502,0.28,2,F,X,10,12.75,0
3,9407,9501,0.11,2,F,0,20,20,0
1,9209,9411,0.29,4,D,X,6,3.7,0
4,8508,9412,0.25,2,F,X,20,14.05,0
2,8702,9602,0.23,4,F,X,10,16.61,0
0,8508,9405,0.6,1,E,X,10,7.16,0
5,9201,9409,0.11,2,F,0,15,13.4,0
7,8811,9502,0.17,2,F,X,15,12.54,1
0,9305,9406,0.17,1,F,0,17,15.83,0
5,9301,9412,0.08,1,G,0,25,18.33,0
0,9402,9411,0.07,1,G,0,25,25,0
5,8901,9404,0.09,1,F,0,18,14,0
1,8811,9509,0.22,4,D,X,5,5.05,1
5,9406,9502,0.13,3,E,0,10,6.66,0
0,9301,9411,0.12,1,F,0,15,9.5,0
1,9409,9503,0.12,2,F,0,15,12.5,0
